raw_character_text,normalized_text
Bart Simpson,my question is if a son defies his father and chooses a career that makes millions of children happy shouldnt the father forgive the son
Bart Simpson,dont worry lis ive got a plan that cant fail
Bart Simpson,speaking of charity rabbi krustofsky dont you think its time you forgave your son
Bart Simpson,i dont know hes pretty sharp he saw right through this disguise
Bart Simpson,sorry no just get us another bowl of complimentary pickles
Bart Simpson,but but but but rabbi does it not say in the babylonian talmud and i quote a child should be pushed aside with the left hand and drawn closer with the right
Bart Simpson,then doesnt your religion command you to make up with krusty
Bart Simpson,at all times let a man be supple as a reed and not rigid as a cedar
Bart Simpson,is it not written in the talmud who will bring redemption the jesters
Bart Simpson,rabbi did not a great man say and i quote the jews are a swinging bunch of people i mean ive heard of persecution but what they went through is ridiculous but the great thing is after thousands of years of waiting and holding on and fighting they finally made it end quote
Bart Simpson,im afraid not rabbi its from yes i can by sammy davis jr an entertainer like your son
Homer Simpson,hey arent you a little old for this youre not even wearing costumes
Bart Simpson,we would have gotten even more if lisa could walk faster
Marge Simpson,now children you can have one piece of candy tonight and save the rest for
Bart Simpson,oh yeah everybody in the family is gonna have a bad nightmare tonight
Homer Simpson,what a dump why would princess grace live in a place like this
Homer Simpson,cmom pal i dont wanna hear your life story paw me
Homer Simpson,forget it you two as the pants- wearer of this house i get the first wish
Marge Simpson,homer theres something i dont like about that severed hand
Homer Simpson,marge dont flake out on me that monkeys paw is gonna make our dreams come true
Bart Simpson,okay no more fooling around paw this is bart i wish for the simpsons to be rich and famous
Homer Simpson,cmon everybody were going to the fanciest restaurant in town
Marge Simpson,homer maybe fame and fortune arent as bad as they say
Homer Simpson,come to think of it the guy that sold me this thing did say the wishes would bring grave misfortune i thought he was just being colorful
Homer Simpson,ok ok ill make a wish that cant backfire i wish for a turkey sandwich on rye bread with lettuce and mustard andand i dont want any zombie turkeys i dont want to turn into a turkey myself and i dont want any other weird surprises you got it
Homer Simpson,hey hmm not bad nice hot mustard good bread turkeys a little dry the turkeys a little dry oh foul accursed thing what demon from the depths of hell created thee
Homer Simpson,yeah but i gotta warn you that this thing is ee yeah thats what it is wanna try it heh heh heh
Bart Simpson,every day same old cat ill make him more interesting
Homer Simpson,its good that you made that awful thing bart its real good
Homer Simpson,he gets it from your side of the family you know no monsters on my side
Bart Simpson,quit riding the brake otto give it some gas man
Homer Simpson,come on make it make it make it please please please
Homer Simpson,shut up boy if they make this field goal i win fifty bucks
Homer Simpson,slowly slowly dont make a sound dont even think because he can hear your thoughts then when hes least expecting it bash his head in with a chair end of monster heh heh heh
Bart Simpson,good night dad you know these last few days have been really swell i wish there was something i could do to repay you
Homer Simpson,well if you wanted to you could give me my body back
Homer Simpson,well okay then four oclock coupla hours i have to get up and go to work gotta go to work go to work
Bart Simpson,hey dad heres one twenty-eight dollars an hour plenty of fresh air and you get to meet lots of interesting people
Bart Simpson,hey man you were crushing me i tried to scream but my mouth was full of flab
Homer Simpson,i didnt wake up its all a dream its just a dream
Homer Simpson,uh isnt this the kind of thing your mothers better at
Homer Simpson,wow and after them out of all the people in the world you chose me uh huh yeah number four and a half reed
Homer Simpson,hurry moe hurry ive only got five minutes till the music store closes
Homer Simpson,hey do i tell you how to do your job
Homer Simpson,you know if you tip the glass there wont be so much foam on top
Homer Simpson,hmm lisa stop playing that stupid saxophone yes thats it
Bart Simpson,id like to open with my impression of principal skinner
Bart Simpson,hey its lunchlady doris i wonder what shes got for us today todays special is refried dog poop
Homer Simpson,okay okay but i want you to see a picture of the little girl youre disappointing well i dont have one
Homer Simpson,no wait a minute what was that last one again
Homer Simpson,look i let you down and i apologize i know that doesnt make it right but i hope you can find it in your heart to forgive me
Homer Simpson,no wonder she hates me i never even noticed that she was alive
Marge Simpson,homer if you want to make up with lisa just spend some time with her
Homer Simpson,maybe i should just cut my losses give up on lisa and make a fresh start with maggie
Marge Simpson,homie youve got to stop looking for the quick fix if you keep spending time with lisa shell forgive you
Homer Simpson,marge if i spend any more time doing these girl things im gonna -- you know -- go fruity no you were right the first time with that quick fix idea lets see quick fix quick fix ah ill buy her that pony shes always bugging me for
Homer Simpson,marge with todays gasoline prices we cant afford not to buy a pony
Homer Simpson,marge ive got to get her a pony when i look in lisas eyes i dont see love anymore
Homer Simpson,see even when you yell at me i can see love in your eyes
